learner_id,learner_name,grade,term,subject,score,assessment_date
L026,Jessica Kiptoo,Grade 9,Term 2,Life Skills Education,77.97,2025-08-15
L026,Jessica Kiptoo,Grade 9,Term 2,Sports and Physical Education,86.39,2025-08-15
L026,Jessica Kiptoo,Grade 9,Term 3,English,77.95,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,81.44,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Mathematics,92.68,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Integrated Science,88.26,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Health Education,79.6,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Social Studies,75.75,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Religious Education,86.72,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Pre-Technical and Pre-Career Education,87.84,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Agriculture,81.68,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Business Studies,76.19,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Life Skills Education,79.13,2025-11-20
L026,Jessica Kiptoo,Grade 9,Term 3,Sports and Physical Education,87.57,2025-11-20
L027,Anthony Waweru,Grade 7,Term 1,English,55.59,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,50.3,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Mathematics,71.08,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Integrated Science,66.1,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Health Education,52.87,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Social Studies,54.88,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Religious Education,51.73,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Pre-Technical and Pre-Career Education,58.58,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Agriculture,55.8,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Business Studies,57.8,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Life Skills Education,57.68,2023-04-15
L027,Anthony Waweru,Grade 7,Term 1,Sports and Physical Education,51.36,2023-04-15
L027,Anthony Waweru,Grade 7,Term 2,English,49.95,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,51.67,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Mathematics,67.01,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Integrated Science,61.02,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Health Education,54.86,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Social Studies,55.74,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Religious Education,52.7,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Pre-Technical and Pre-Career Education,58.47,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Agriculture,61.2,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Business Studies,58.44,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Life Skills Education,64.18,2023-08-15
L027,Anthony Waweru,Grade 7,Term 2,Sports and Physical Education,55.81,2023-08-15
L027,Anthony Waweru,Grade 7,Term 3,English,51.12,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,47.46,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Mathematics,71.18,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Integrated Science,63.08,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Health Education,60.03,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Social Studies,52.24,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Religious Education,51.7,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Pre-Technical and Pre-Career Education,58.19,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Agriculture,53.05,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Business Studies,49.19,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Life Skills Education,61.81,2023-11-20
L027,Anthony Waweru,Grade 7,Term 3,Sports and Physical Education,55.56,2023-11-20
L027,Anthony Waweru,Grade 8,Term 1,English,56.09,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,50.75,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Mathematics,64.47,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Integrated Science,60.44,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Health Education,58.34,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Social Studies,54.54,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Religious Education,50.34,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Pre-Technical and Pre-Career Education,63.43,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Agriculture,54.01,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Business Studies,60.09,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Life Skills Education,59.15,2024-04-15
L027,Anthony Waweru,Grade 8,Term 1,Sports and Physical Education,60.59,2024-04-15
L027,Anthony Waweru,Grade 8,Term 2,English,59.68,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,56.97,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Mathematics,64.63,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Integrated Science,69.27,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Health Education,53.43,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Social Studies,50.16,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Religious Education,50.0,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Pre-Technical and Pre-Career Education,65.47,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Agriculture,56.39,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Business Studies,50.39,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Life Skills Education,60.9,2024-08-15
L027,Anthony Waweru,Grade 8,Term 2,Sports and Physical Education,52.59,2024-08-15
L027,Anthony Waweru,Grade 8,Term 3,English,58.97,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,53.01,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Mathematics,65.53,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Integrated Science,69.09,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Health Education,60.6,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Social Studies,51.25,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Religious Education,51.65,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Pre-Technical and Pre-Career Education,60.11,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Agriculture,58.26,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Business Studies,55.58,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Life Skills Education,56.53,2024-11-20
L027,Anthony Waweru,Grade 8,Term 3,Sports and Physical Education,56.72,2024-11-20
L027,Anthony Waweru,Grade 9,Term 1,English,59.09,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,57.68,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Mathematics,74.33,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Integrated Science,69.45,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Health Education,58.45,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Social Studies,50.58,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Religious Education,47.47,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Pre-Technical and Pre-Career Education,64.22,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Agriculture,56.62,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Business Studies,60.55,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Life Skills Education,60.46,2025-04-15
L027,Anthony Waweru,Grade 9,Term 1,Sports and Physical Education,52.54,2025-04-15
L027,Anthony Waweru,Grade 9,Term 2,English,57.18,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,51.16,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Mathematics,65.97,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Integrated Science,62.29,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Health Education,63.63,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Social Studies,55.96,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Religious Education,53.68,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Pre-Technical and Pre-Career Education,62.68,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Agriculture,59.5,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Business Studies,59.04,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Life Skills Education,59.05,2025-08-15
L027,Anthony Waweru,Grade 9,Term 2,Sports and Physical Education,62.92,2025-08-15
L027,Anthony Waweru,Grade 9,Term 3,English,57.63,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,56.6,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Mathematics,67.79,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Integrated Science,72.43,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Health Education,62.71,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Social Studies,51.71,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Religious Education,50.97,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Pre-Technical and Pre-Career Education,68.52,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Agriculture,57.65,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Business Studies,52.3,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Life Skills Education,63.68,2025-11-20
L027,Anthony Waweru,Grade 9,Term 3,Sports and Physical Education,53.88,2025-11-20
L028,Jeffrey Maina,Grade 7,Term 1,English,75.25,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,63.57,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Mathematics,72.88,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Integrated Science,68.43,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Health Education,76.16,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Social Studies,74.04,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Religious Education,72.55,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Pre-Technical and Pre-Career Education,60.27,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Agriculture,72.01,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Business Studies,63.23,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Life Skills Education,73.22,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 1,Sports and Physical Education,69.34,2023-04-15
L028,Jeffrey Maina,Grade 7,Term 2,English,77.55,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,62.8,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Mathematics,66.11,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Integrated Science,62.26,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Health Education,74.63,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Social Studies,68.58,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Religious Education,67.8,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Pre-Technical and Pre-Career Education,62.71,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Agriculture,67.21,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Business Studies,69.11,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Life Skills Education,66.94,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 2,Sports and Physical Education,68.19,2023-08-15
L028,Jeffrey Maina,Grade 7,Term 3,English,74.72,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,63.41,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Mathematics,74.74,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Integrated Science,64.31,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Health Education,72.06,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Social Studies,73.39,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Religious Education,74.52,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Pre-Technical and Pre-Career Education,65.79,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Agriculture,72.0,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Business Studies,62.67,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Life Skills Education,64.29,2023-11-20
L028,Jeffrey Maina,Grade 7,Term 3,Sports and Physical Education,72.97,2023-11-20
L028,Jeffrey Maina,Grade 8,Term 1,English,76.83,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,61.87,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Mathematics,66.91,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Integrated Science,62.81,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Health Education,82.49,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Social Studies,68.88,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Religious Education,69.3,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Pre-Technical and Pre-Career Education,57.35,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Agriculture,66.22,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Business Studies,61.12,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Life Skills Education,66.11,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 1,Sports and Physical Education,75.73,2024-04-15
L028,Jeffrey Maina,Grade 8,Term 2,English,71.92,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,68.5,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Mathematics,64.77,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Integrated Science,68.19,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Health Education,71.71,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Social Studies,74.62,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Religious Education,71.13,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Pre-Technical and Pre-Career Education,57.78,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Agriculture,67.88,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Business Studies,65.16,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Life Skills Education,69.36,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 2,Sports and Physical Education,76.15,2024-08-15
L028,Jeffrey Maina,Grade 8,Term 3,English,69.11,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,68.96,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Mathematics,65.35,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Integrated Science,63.85,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Health Education,81.38,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Social Studies,67.86,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Religious Education,67.73,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Pre-Technical and Pre-Career Education,64.91,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Agriculture,72.39,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Business Studies,67.13,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Life Skills Education,70.9,2024-11-20
L028,Jeffrey Maina,Grade 8,Term 3,Sports and Physical Education,67.31,2024-11-20
L028,Jeffrey Maina,Grade 9,Term 1,English,75.36,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,60.26,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Mathematics,73.33,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Integrated Science,60.78,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Health Education,74.96,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Social Studies,70.99,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Religious Education,71.95,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Pre-Technical and Pre-Career Education,62.67,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Agriculture,65.24,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Business Studies,63.83,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Life Skills Education,65.69,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 1,Sports and Physical Education,65.96,2025-04-15
L028,Jeffrey Maina,Grade 9,Term 2,English,74.84,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,68.46,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Mathematics,73.29,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Integrated Science,60.05,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Health Education,80.09,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Social Studies,65.36,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Religious Education,67.3,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Pre-Technical and Pre-Career Education,55.36,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Agriculture,65.77,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Business Studies,62.77,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Life Skills Education,69.1,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 2,Sports and Physical Education,72.68,2025-08-15
L028,Jeffrey Maina,Grade 9,Term 3,English,75.36,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,65.2,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Mathematics,68.42,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Integrated Science,68.96,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Health Education,76.93,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Social Studies,67.46,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Religious Education,68.17,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Pre-Technical and Pre-Career Education,62.21,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Agriculture,63.59,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Business Studies,66.24,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Life Skills Education,63.7,2025-11-20
L028,Jeffrey Maina,Grade 9,Term 3,Sports and Physical Education,68.6,2025-11-20
L029,Ashley Kipchoge,Grade 7,Term 1,English,72.22,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,74.82,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Mathematics,71.95,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Integrated Science,64.95,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Health Education,80.84,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Social Studies,65.48,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Religious Education,67.66,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Pre-Technical and Pre-Career Education,69.05,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Agriculture,59.75,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Business Studies,70.94,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Life Skills Education,66.57,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 1,Sports and Physical Education,76.1,2023-04-15
L029,Ashley Kipchoge,Grade 7,Term 2,English,77.2,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,69.29,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Mathematics,70.18,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Integrated Science,61.01,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Health Education,77.73,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Social Studies,73.54,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Religious Education,71.34,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Pre-Technical and Pre-Career Education,73.2,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Agriculture,65.65,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Business Studies,75.11,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Life Skills Education,69.12,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 2,Sports and Physical Education,72.34,2023-08-15
L029,Ashley Kipchoge,Grade 7,Term 3,English,73.87,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,72.7,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Mathematics,74.67,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Integrated Science,69.44,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Health Education,80.81,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Social Studies,67.96,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Religious Education,70.93,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Pre-Technical and Pre-Career Education,69.06,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Agriculture,66.38,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Business Studies,69.18,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Life Skills Education,67.76,2023-11-20
L029,Ashley Kipchoge,Grade 7,Term 3,Sports and Physical Education,66.05,2023-11-20
L029,Ashley Kipchoge,Grade 8,Term 1,English,75.94,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,68.82,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Mathematics,69.35,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Integrated Science,67.26,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Health Education,80.16,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Social Studies,70.18,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Religious Education,66.46,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Pre-Technical and Pre-Career Education,63.49,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Agriculture,68.23,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Business Studies,70.47,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Life Skills Education,71.67,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 1,Sports and Physical Education,72.98,2024-04-15
L029,Ashley Kipchoge,Grade 8,Term 2,English,73.04,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,71.44,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Mathematics,67.45,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Integrated Science,61.45,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Health Education,80.57,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Social Studies,66.38,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Religious Education,71.28,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Pre-Technical and Pre-Career Education,64.28,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Agriculture,61.94,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Business Studies,73.24,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Life Skills Education,62.98,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 2,Sports and Physical Education,71.6,2024-08-15
L029,Ashley Kipchoge,Grade 8,Term 3,English,75.78,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,69.85,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Mathematics,74.95,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Integrated Science,64.99,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Health Education,77.52,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Social Studies,69.4,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Religious Education,72.67,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Pre-Technical and Pre-Career Education,62.09,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Agriculture,66.18,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Business Studies,70.86,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Life Skills Education,67.08,2024-11-20
L029,Ashley Kipchoge,Grade 8,Term 3,Sports and Physical Education,70.91,2024-11-20
L029,Ashley Kipchoge,Grade 9,Term 1,English,78.4,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,76.94,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Mathematics,75.01,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Integrated Science,67.41,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Health Education,72.78,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Social Studies,72.67,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Religious Education,63.06,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Pre-Technical and Pre-Career Education,69.14,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Agriculture,64.61,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Business Studies,68.18,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Life Skills Education,71.86,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 1,Sports and Physical Education,68.91,2025-04-15
L029,Ashley Kipchoge,Grade 9,Term 2,English,74.77,2025-08-15
L029,Ashley Kipchoge,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,75.81,2025-08-15
L029,Ashley Kipchoge,Grade 9,Term 2,Mathematics,67.57,2025-08-15
L029,Ashley Kipchoge,Grade 9,Term 2,Integrated Science,64.01,2025-08-15
L029,Ashley Kipchoge,Grade 9,Term 2,Health Education,74.48,2025-08-15
L029,Ashley Kipchoge,Grade 9,Term 2,Social Studies,66.79,2025-08-15
L029,Ashley Kipchoge,Grade 9,Term 2,Religious Education,70.64,2025-08-15
L029,Ashley Kipchoge,Grade 9,Term 2,Pre-Technical and Pre-Career Education,63.29,2025-08-15
L029,Ashley Kipchoge,Grade 9,Term 2,Agriculture,64.43,2025-08-15
L029,Ashley Kipchoge,Grade 9,Term 2,Business Studies,74.25,2025-08-15
